,Year,Season,City,Sport,Player_Count
886,2016,Summer,Rio de Janeiro,Handball,353
887,2016,Summer,Rio de Janeiro,Hockey,390
888,2016,Summer,Rio de Janeiro,Judo,389
889,2016,Summer,Rio de Janeiro,Modern Pentathlon,72
890,2016,Summer,Rio de Janeiro,Rhythmic Gymnastics,96
891,2016,Summer,Rio de Janeiro,Rowing,550
892,2016,Summer,Rio de Janeiro,Rugby Sevens,299
893,2016,Summer,Rio de Janeiro,Sailing,380
894,2016,Summer,Rio de Janeiro,Shooting,555
895,2016,Summer,Rio de Janeiro,Swimming,1568
896,2016,Summer,Rio de Janeiro,Synchronized Swimming,118
897,2016,Summer,Rio de Janeiro,Table Tennis,236
898,2016,Summer,Rio de Janeiro,Taekwondo,126
899,2016,Summer,Rio de Janeiro,Tennis,286
900,2016,Summer,Rio de Janeiro,Trampolining,32
901,2016,Summer,Rio de Janeiro,Triathlon,110
902,2016,Summer,Rio de Janeiro,Volleyball,283
903,2016,Summer,Rio de Janeiro,Water Polo,258
904,2016,Summer,Rio de Janeiro,Weightlifting,255
905,2016,Summer,Rio de Janeiro,Wrestling,346
